"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
77,"1","2026-01-05T19:52:08.575278Z","","Humor","Regular Humor",44,"Celebrity and pop culture",79.212,"","Irony","No","","For such a prestigious night, it's important that everyone is properly dressed. Okay, Adam? Go to hell! What's up, my brother? What's going on, man? Adam, what are you wearing? What are you doing right now? I'm asking you what you're wearing. Nobody even thought about what I was wearing till you brought it up! You're dressed like a guy playing video poker at 2 a.m., Adam. And you're... What? Go to hell! I like the way I look. You know, because I'm a good person. I don't care about what I wear or what I don't wear. They might buy snazzy gym shorts and fluffy sweatshirts, offend you so much that you have to mock me in front of my peers! Okay, I'm sorry. Adam, I apologize. I'm going. I'm getting off. I go. Yeah, I'm leaving! I have to. One more thing. Shut up! Very good!","2026-02-12T18:46:19.865910Z","s3://humor-harm-dataset/dataset-s3/yjdxNsuJk2o.mp4"
485,"7","2026-02-10T16:54:51.577271Z","","Humor","Regular Humor",45,"Celebrity and pop culture",58.68299999999999,"","None of these","No","","All right, this one's very tough. Ha ha ha ha ha! He's laughing, he's having a good time. Good for you. Yeah, laugh it up, enjoy your night. Ha ha ha! Come on, happy, concentrate. You hate that clown. Easy. If you can't beat the clown, how you gonna beat Shooter McGavin? Yeah! What? Ha ha ha ha ha! You're gonna die, clown! Ha ha ha ha ha! You think that's funny? I don't need you laughing now!","2026-02-12T18:47:54.631434Z","s3://humor-harm-dataset/dataset-s3/ypYyHMH0n4M.mp4"
438,"9","2026-02-06T07:44:38.626453Z","","Humor","Regular Humor",45,"Celebrity and pop culture",18.784,"","None of these","No","","All right, this one's very tough. Ha ha ha ha ha! He's laughing, he's having a good time. Good for you. Yeah, laugh it up, enjoy your night. Ha ha ha! Come on, happy, concentrate. You hate that clown. Easy. If you can't beat the clown, how you gonna beat Shooter McGavin? Yeah! What? Ha ha ha ha ha! You're gonna die, clown! Ha ha ha ha ha! You think that's funny? I don't need you laughing now!","2026-02-12T18:47:43.272692Z","s3://humor-harm-dataset/dataset-s3/ypYyHMH0n4M.mp4"
78,"1","2026-01-05T19:53:01.598595Z","1 - Mild","Humor","Dark Humor",45,"Celebrity and pop culture",131.161,"","None of these","No","Violence / Death","All right, this one's very tough. Ha ha ha ha ha! He's laughing, he's having a good time. Good for you. Yeah, laugh it up, enjoy your night. Ha ha ha! Come on, happy, concentrate. You hate that clown. Easy. If you can't beat the clown, how you gonna beat Shooter McGavin? Yeah! What? Ha ha ha ha ha! You're gonna die, clown! Ha ha ha ha ha! You think that's funny? I don't need you laughing now!","2026-02-12T18:47:36.046824Z","s3://humor-harm-dataset/dataset-s3/ypYyHMH0n4M.mp4"
486,"7","2026-02-10T16:56:06.033738Z","","Humor","Regular Humor",46,"Celebrity and pop culture",21.113,"","None of these","Yes","","If I tell this joke, my wife is going to be so mad at me. This might be the greatest joke of all time. So this guy's working in the produce department at the grocery store, and the lady walks up and she says, excuse me, she says, yes. She says, where's the broccoli? I can't find the broccoli. He said, oh, I'm really sorry about him. He says, we ran out of broccoli. We'll have some tomorrow morning. And he goes back to his work and he's stacking the oranges, and he hears behind me, Mr. Mr. and he turns around and it's the same lady. She says, where's the broccoli? You got any broccoli? He says, no, ma'am, we're fresh out of broccoli. We'll have some tomorrow morning. He goes back to work. A couple of minutes later, this woman walks right up in his face and she says, how come I can't find any broccoli? He says, lady, do me a favor, will you? She says, what? He says, how do you spell, indulge me, how do you spell cat? He says, like in catastrophic, she says, CAT. He says, how do you spell dog? Like in dogmatic, she says DOG. He says, how do you spell, like in broccoli? She says, there is no broccoli. He says, that's what I'm trying to tell you, lady.","2026-02-12T18:49:50.134629Z","s3://humor-harm-dataset/dataset-s3/zfvw_vnmRYQ.mp4"
439,"9","2026-02-06T07:46:49.686053Z","","Humor","Regular Humor",46,"Celebrity and pop culture",28.007,"","None of these","Yes","","If I tell this joke, my wife is going to be so mad at me. This might be the greatest joke of all time. So this guy's working in the produce department at the grocery store, and the lady walks up and she says, excuse me, she says, yes. She says, where's the broccoli? I can't find the broccoli. He said, oh, I'm really sorry about him. He says, we ran out of broccoli. We'll have some tomorrow morning. And he goes back to his work and he's stacking the oranges, and he hears behind me, Mr. Mr. and he turns around and it's the same lady. She says, where's the broccoli? You got any broccoli? He says, no, ma'am, we're fresh out of broccoli. We'll have some tomorrow morning. He goes back to work. A couple of minutes later, this woman walks right up in his face and she says, how come I can't find any broccoli? He says, lady, do me a favor, will you? She says, what? He says, how do you spell, indulge me, how do you spell cat? He says, like in catastrophic, she says, CAT. He says, how do you spell dog? Like in dogmatic, she says DOG. He says, how do you spell, like in broccoli? She says, there is no broccoli. He says, that's what I'm trying to tell you, lady.","2026-02-12T18:49:39.204980Z","s3://humor-harm-dataset/dataset-s3/zfvw_vnmRYQ.mp4"
79,"1","2026-01-05T19:54:55.857623Z","1 - Mild","Humor","Dark Humor",46,"Other",210.704,"","Satire","Yes","Other Sensitive Target","If I tell this joke, my wife is going to be so mad at me. This might be the greatest joke of all time. So this guy's working in the produce department at the grocery store, and the lady walks up and she says, excuse me, she says, yes. She says, where's the broccoli? I can't find the broccoli. He said, oh, I'm really sorry about him. He says, we ran out of broccoli. We'll have some tomorrow morning. And he goes back to his work and he's stacking the oranges, and he hears behind me, Mr. Mr. and he turns around and it's the same lady. She says, where's the broccoli? You got any broccoli? He says, no, ma'am, we're fresh out of broccoli. We'll have some tomorrow morning. He goes back to work. A couple of minutes later, this woman walks right up in his face and she says, how come I can't find any broccoli? He says, lady, do me a favor, will you? She says, what? He says, how do you spell, indulge me, how do you spell cat? He says, like in catastrophic, she says, CAT. He says, how do you spell dog? Like in dogmatic, she says DOG. He says, how do you spell, like in broccoli? She says, there is no broccoli. He says, that's what I'm trying to tell you, lady.","2026-02-12T18:49:31.870121Z","s3://humor-harm-dataset/dataset-s3/zfvw_vnmRYQ.mp4"
487,"7","2026-02-10T16:56:40.515655Z","1 - Mild","Humor","Dark Humor",47,"Celebrity and pop culture",33.698,"","Irony","No","Other Sensitive Target","At the age 41, by the way, much younger than you. Yeah. A lot younger. Yeah, 41. That's good. Now you look good. When you said your age, the first thing I thought, I'm a lot younger than Brian. And by the way, the extra pounds that you put on, I think you wear it well. I think you need it to. I think it looks good. I really do. What? It looks good. What were you saying? What were you saying, though? What you saying? I'll get back to it.","2026-02-12T18:51:27.004503Z","s3://humor-harm-dataset/dataset-s3/znT63TRyKHs.mp4"
440,"9","2026-02-06T07:47:34.307672Z","1 - Mild","Humor","Dark Humor",47,"Celebrity and pop culture",49.611999999999995,"","Irony","No","Other Sensitive Target","At the age 41, by the way, much younger than you. Yeah. A lot younger. Yeah, 41. That's good. Now you look good. When you said your age, the first thing I thought, I'm a lot younger than Brian. And by the way, the extra pounds that you put on, I think you wear it well. I think you need it to. I think it looks good. I really do. What? It looks good. What were you saying? What were you saying, though? What you saying? I'll get back to it.","2026-02-12T18:50:57.841317Z","s3://humor-harm-dataset/dataset-s3/znT63TRyKHs.mp4"
80,"1","2026-01-05T19:55:50.086205Z","1 - Mild","Humor","Dark Humor",47,"Celebrity and pop culture",56.328,"","Irony","No","Other Sensitive Target","At the age 41, by the way, much younger than you. Yeah. A lot younger. Yeah, 41. That's good. Now you look good. When you said your age, the first thing I thought, I'm a lot younger than Brian. And by the way, the extra pounds that you put on, I think you wear it well. I think you need it to. I think it looks good. I really do. What? It looks good. What were you saying? What were you saying, though? What you saying? I'll get back to it.","2026-02-12T18:51:12.430897Z","s3://humor-harm-dataset/dataset-s3/znT63TRyKHs.mp4"
488,"7","2026-02-10T16:57:26.905603Z","1 - Mild","Humor","Dark Humor",48,"Other",27.341,"","Irony","No","Crime","And what do you do for work? What's up? What do you do for work? Like work, work? Okay. Damn, Justin! I work. You know what I'm saying? What do you do? What do you do for work? I work. What do you do? I work. I work. I'm the real dealers. I work.","2026-02-12T18:52:35.617686Z","s3://humor-harm-dataset/dataset-s3/znUF-QobGGY.mp4"
441,"9","2026-02-06T07:48:14.407762Z","1 - Mild","Humor","Dark Humor",48,"Celebrity and pop culture",37.854,"","None of these","No","Crime","And what do you do for work? What's up? What do you do for work? Like work, work? Okay. Damn, Justin! I work. You know what I'm saying? What do you do? What do you do for work? I work. What do you do? I work. I work. I'm the real dealers. I work.","2026-02-12T18:52:25.408755Z","s3://humor-harm-dataset/dataset-s3/znUF-QobGGY.mp4"
81,"1","2026-01-05T19:56:18.011226Z","1 - Mild","Humor","Dark Humor",48,"{""choices"":[""Work"",""Crime and law enforcement""]}",59.525999999999996,"","Irony","No","Crime","And what do you do for work? What's up? What do you do for work? Like work, work? Okay. Damn, Justin! I work. You know what I'm saying? What do you do? What do you do for work? I work. What do you do? I work. I work. I'm the real dealers. I work.","2026-02-12T18:52:03.369725Z","s3://humor-harm-dataset/dataset-s3/znUF-QobGGY.mp4"
442,"9","2026-02-06T07:49:12.605971Z","","Humor","Regular Humor",49,"Celebrity and pop culture",58.483,"","None of these","No","","I'm with the chairman and CEO of T-Series, and I flew all the way here to India to make you a proposition. If you subscribe to me, I will subscribe to T-Series. So let's do that. Oh my gosh. T-Series subscribed to Mr. Beast. So now it's your turn to do that. Yeah, oh, it looks like my phone died. You know, I'll subscribe whenever I charge it later. I'm kidding. And now I will return the favor. After all these years, the sub race is over.","2026-02-12T18:53:03.379871Z","s3://humor-harm-dataset/dataset-s3/zvBXpoBegwE.mp4"
